model,ideology,target,context_combo,instr_combo,persona_combo,mean_p_hate,mean_item_dispersion
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,Ctx_3,2,short_idx4,0.6819935990525438,0.11352533695574496
Qwen/Qwen3-32B,libertarian_left,women,absent,8,short_idx4,0.38977599931550816,0.12713849431806526
Qwen/Qwen3-32B,libertarian_left,latinx people,absent,4,long_idx4,0.6659722227949996,0.11257904588860625
Qwen/Qwen3-32B,libertarian_left,asian people,absent,9,long_idx3,0.27902028367326065,0.1335943040453881
Qwen/Qwen3-32B,libertarian_left,black people,Ctx_0,7,short_idx0,0.6132284141517617,0.13868985355394317
Qwen/Qwen3-32B,libertarian_left,latinx people,absent,2,short_idx4,0.5450595248568881,0.147730282998669
Qwen/Qwen3-32B,libertarian_left,jews,Ctx_3,9,short_idx1,0.47902131295418954,0.14354056830900055
Qwen/Qwen3-32B,libertarian_left,women,absent,4,long_idx2,0.6231884455179667,0.1292869598298646
Qwen/Qwen3-32B,libertarian_left,men,Ctx_0,6,long_idx4,0.5226089202605926,0.12799928382181597
Qwen/Qwen3-32B,libertarian_left,muslims,absent,8,short_idx3,0.38121784771526895,0.1637596122519964
Qwen/Qwen3-32B,libertarian_left,white people,absent,9,short_idx1,0.30327100438756627,0.15726250204146322
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,Ctx_2,5,long_idx0,0.6089579665267074,0.14441832894056109
Qwen/Qwen3-32B,libertarian_left,asian people,absent,7,short_idx1,0.4307493834166197,0.14212664253945048
Qwen/Qwen3-32B,libertarian_left,muslims,Ctx_1,8,long_idx1,0.5130293963549731,0.15810669614217984
Qwen/Qwen3-32B,libertarian_left,muslims,Ctx_4,6,long_idx3,0.6492679527213981,0.11648233427706156
Qwen/Qwen3-32B,libertarian_left,men,Ctx_1,7,long_idx0,0.4064269237690144,0.12787661858547145
Qwen/Qwen3-32B,libertarian_left,women,absent,2,long_idx2,0.5857249652301227,0.12764474443800106
Qwen/Qwen3-32B,libertarian_left,black people,Ctx_4,3,long_idx3,0.662916458404816,0.13254913710932248
Qwen/Qwen3-32B,libertarian_left,men,Ctx_4,9,long_idx4,0.46221881442599827,0.15294172261644862
Qwen/Qwen3-32B,libertarian_left,men,Ctx_3,7,long_idx0,0.3548731037804314,0.09507631814603515
Qwen/Qwen3-32B,libertarian_left,latinx people,Ctx_4,6,short_idx0,0.6998651120755766,0.11635891929234402
Qwen/Qwen3-32B,libertarian_left,muslims,Ctx_4,9,short_idx1,0.41868758559584973,0.17588318649470713
Qwen/Qwen3-32B,libertarian_left,latinx people,absent,6,short_idx2,0.5943114900732184,0.11942200267676677
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,Ctx_3,8,short_idx4,0.6487667324306728,0.13577767771271243
Qwen/Qwen3-32B,libertarian_left,latinx people,absent,5,long_idx3,0.49900161325036585,0.12771940590993436
Qwen/Qwen3-32B,libertarian_left,asian people,absent,2,long_idx3,0.5520302597824875,0.13946813237210093
Qwen/Qwen3-32B,libertarian_left,women,Ctx_4,5,long_idx2,0.6150031046824412,0.15629766900942754
Qwen/Qwen3-32B,libertarian_left,men,absent,6,short_idx3,0.5237841419987492,0.13542967153910934
Qwen/Qwen3-32B,libertarian_left,men,Ctx_3,7,long_idx0,0.3548731037804314,0.09507631814603515
Qwen/Qwen3-32B,libertarian_left,black people,absent,5,short_idx3,0.4808400300171998,0.15990460465721437
Qwen/Qwen3-32B,libertarian_left,latinx people,absent,3,long_idx4,0.4342313142152162,0.1525780887450228
Qwen/Qwen3-32B,libertarian_left,black people,Ctx_2,8,short_idx4,0.6311106753420901,0.13457924673288665
Qwen/Qwen3-32B,libertarian_left,jews,Ctx_2,9,long_idx4,0.497732214025549,0.14566095464895396
Qwen/Qwen3-32B,libertarian_left,asian people,Ctx_0,2,long_idx4,0.5180794655739724,0.15361539893526677
Qwen/Qwen3-32B,libertarian_left,white people,absent,4,short_idx1,0.598986811824031,0.14599807304470008
Qwen/Qwen3-32B,libertarian_left,latinx people,Ctx_3,8,short_idx1,0.5484115497486012,0.14011884159451773
Qwen/Qwen3-32B,libertarian_left,white people,absent,3,long_idx3,0.33846351119491075,0.14659583872629367
Qwen/Qwen3-32B,libertarian_left,black people,absent,8,long_idx2,0.5375593173969258,0.14379802057532445
Qwen/Qwen3-32B,libertarian_left,women,absent,1,short_idx3,0.3836657206217448,0.13883696084575695
Qwen/Qwen3-32B,libertarian_left,white people,Ctx_1,4,long_idx2,0.6121322757846959,0.14799437653034744
Qwen/Qwen3-32B,libertarian_left,christians,Ctx_0,6,short_idx2,0.4515476355681548,0.11552492055186091
Qwen/Qwen3-32B,libertarian_left,muslims,absent,6,long_idx0,0.47012136361978435,0.12415024943227042
Qwen/Qwen3-32B,libertarian_left,asian people,Ctx_3,7,short_idx4,0.4875110820965008,0.12620755164050923
Qwen/Qwen3-32B,libertarian_left,black people,absent,0,long_idx2,0.4480410280886355,0.1573435096010739
Qwen/Qwen3-32B,libertarian_left,white people,absent,0,long_idx0,0.3560976158749234,0.13834691810541347
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,Ctx_1,1,short_idx1,0.6664937337239584,0.1311068873357464
Qwen/Qwen3-32B,libertarian_left,black people,Ctx_4,5,short_idx4,0.6970810761322846,0.1365096963902372
Qwen/Qwen3-32B,libertarian_left,christians,Ctx_4,1,long_idx1,0.3639777358229812,0.145049335911619
Qwen/Qwen3-32B,libertarian_left,christians,absent,3,long_idx3,0.24796634393411357,0.1133454913127055
Qwen/Qwen3-32B,libertarian_left,muslims,Ctx_0,6,long_idx4,0.4912572794848376,0.14919326714325043
Qwen/Qwen3-32B,libertarian_left,muslims,absent,3,short_idx2,0.27153964515204904,0.1491422214582432
Qwen/Qwen3-32B,libertarian_left,asian people,absent,6,short_idx1,0.5243129959335556,0.12752634059440177
Qwen/Qwen3-32B,libertarian_left,christians,absent,4,long_idx2,0.42597060446982626,0.12258491558541947
Qwen/Qwen3-32B,libertarian_left,christians,Ctx_1,6,short_idx1,0.4655995698304506,0.12475790035144503
Qwen/Qwen3-32B,libertarian_left,asian people,Ctx_0,0,long_idx0,0.44882108499337964,0.14348762747370286
Qwen/Qwen3-32B,libertarian_left,men,absent,7,short_idx0,0.4402176796853005,0.12514760607152856
Qwen/Qwen3-32B,libertarian_left,jews,Ctx_3,3,long_idx2,0.5517201867547479,0.14064523923859648
Qwen/Qwen3-32B,libertarian_left,asian people,absent,2,short_idx2,0.5389156570663681,0.14265190353380222
Qwen/Qwen3-32B,libertarian_left,latinx people,Ctx_2,0,short_idx0,0.4710735687622437,0.1348642713191338
Qwen/Qwen3-32B,libertarian_left,jews,absent,9,short_idx2,0.34122618254240566,0.1571622459498806
Qwen/Qwen3-32B,libertarian_left,christians,Ctx_0,6,short_idx1,0.4267058071789441,0.11977043067059645
Qwen/Qwen3-32B,libertarian_left,women,absent,2,long_idx3,0.5884463622405365,0.13451330730454353
Qwen/Qwen3-32B,libertarian_left,jews,absent,2,long_idx3,0.5714740638618354,0.14847923639775276
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,absent,7,short_idx0,0.6113194130562447,0.13208773412512997
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,absent,0,short_idx0,0.5303494679677235,0.14214892502915738
Qwen/Qwen3-32B,libertarian_left,women,Ctx_3,5,short_idx4,0.48753686853357264,0.14141783434448432
Qwen/Qwen3-32B,libertarian_left,women,Ctx_4,1,short_idx1,0.5156409346663559,0.1587149679376576
Qwen/Qwen3-32B,libertarian_left,white people,Ctx_2,9,long_idx3,0.5180929716642912,0.13303436186018464
Qwen/Qwen3-32B,libertarian_left,muslims,Ctx_1,2,long_idx2,0.42271662760783246,0.16545587805062728
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,absent,5,short_idx2,0.6397713755702114,0.14055014029686022
Qwen/Qwen3-32B,libertarian_left,asian people,absent,0,long_idx3,0.40428327368544387,0.12617706338102408
Qwen/Qwen3-32B,libertarian_left,jews,absent,3,short_idx1,0.31549558553609763,0.16696953989456823
Qwen/Qwen3-32B,libertarian_left,jews,Ctx_3,8,short_idx1,0.5456532515563048,0.14779155256248988
Qwen/Qwen3-32B,libertarian_left,men,absent,4,short_idx4,0.4835163465849272,0.10837490756924265
Qwen/Qwen3-32B,libertarian_left,muslims,Ctx_0,8,long_idx3,0.3911575956029577,0.1304937975914995
Qwen/Qwen3-32B,libertarian_left,jews,Ctx_2,2,long_idx3,0.5514674229664845,0.10707290684409496
Qwen/Qwen3-32B,libertarian_left,muslims,Ctx_2,5,short_idx0,0.41923811629011826,0.15163072193927318
Qwen/Qwen3-32B,libertarian_left,jews,Ctx_3,9,short_idx4,0.5031157828666069,0.14807763065881124
Qwen/Qwen3-32B,libertarian_left,women,Ctx_1,2,short_idx3,0.48998219258076436,0.13195509728297378
Qwen/Qwen3-32B,libertarian_left,latinx people,absent,0,short_idx1,0.4153699416656036,0.16013472867565146
Qwen/Qwen3-32B,libertarian_left,latinx people,absent,9,short_idx1,0.3321731613205002,0.15694055055035977
Qwen/Qwen3-32B,libertarian_left,asian people,Ctx_0,0,short_idx1,0.4805341296725803,0.14386987705517174
Qwen/Qwen3-32B,libertarian_left,men,Ctx_0,1,short_idx3,0.4954575618824085,0.12610487995533112
Qwen/Qwen3-32B,libertarian_left,jews,absent,8,long_idx3,0.48049502759366425,0.12068717545165558
Qwen/Qwen3-32B,libertarian_left,white people,absent,2,long_idx1,0.598857318316852,0.1489776647600762
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,absent,2,short_idx1,0.633229527745519,0.1559439760691545
Qwen/Qwen3-32B,libertarian_left,christians,absent,8,long_idx3,0.2945660653415027,0.09157125374957104
Qwen/Qwen3-32B,libertarian_left,latinx people,Ctx_2,1,long_idx1,0.5601249643274255,0.12576331218749306
Qwen/Qwen3-32B,libertarian_left,muslims,absent,0,long_idx4,0.4264085414531353,0.15131410550387595
Qwen/Qwen3-32B,libertarian_left,women,absent,6,short_idx2,0.5747332315187197,0.12478594623555002
Qwen/Qwen3-32B,libertarian_left,women,Ctx_0,1,long_idx0,0.3957567959576398,0.14214473647552403
Qwen/Qwen3-32B,libertarian_left,men,absent,5,short_idx3,0.4075283531670098,0.14307934860036833
Qwen/Qwen3-32B,libertarian_left,muslims,Ctx_4,5,short_idx3,0.6419201212244349,0.14285826007244531
Qwen/Qwen3-32B,libertarian_left,men,Ctx_1,4,short_idx1,0.577039678533514,0.12084318640022734
Qwen/Qwen3-32B,libertarian_left,white people,Ctx_4,4,long_idx3,0.5665730656804265,0.12877510558100985
Qwen/Qwen3-32B,libertarian_left,christians,absent,0,short_idx0,0.2641819847954644,0.11223882225379196
Qwen/Qwen3-32B,libertarian_left,black people,absent,4,short_idx2,0.6474422162717527,0.12377974679855486
Qwen/Qwen3-32B,libertarian_left,black people,absent,2,long_idx1,0.6580466250399569,0.13404299980605422
Qwen/Qwen3-32B,libertarian_left,white people,Ctx_2,2,short_idx0,0.4255596510282866,0.13646175863074064
Qwen/Qwen3-32B,libertarian_left,women,Ctx_4,4,long_idx4,0.6023707575984187,0.13726713822568734
Qwen/Qwen3-32B,libertarian_left,asian people,Ctx_2,0,short_idx2,0.4898357269642231,0.12560105756775644
Qwen/Qwen3-32B,libertarian_left,jews,absent,1,long_idx4,0.4784586708824914,0.13867413053640532
Qwen/Qwen3-32B,libertarian_left,white people,Ctx_1,7,short_idx4,0.5075217438889695,0.1558578421302029
Qwen/Qwen3-32B,libertarian_left,women,Ctx_4,1,long_idx0,0.4209064678386883,0.14377035880113487
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,absent,8,short_idx1,0.5249336403053444,0.15333283229471623
Qwen/Qwen3-32B,libertarian_left,jews,Ctx_2,7,short_idx2,0.6175395447212655,0.12554931703866565
Qwen/Qwen3-32B,libertarian_left,asian people,Ctx_1,4,long_idx3,0.5673634783999698,0.11285295586810559
Qwen/Qwen3-32B,libertarian_left,jews,Ctx_3,3,short_idx4,0.5495923274272198,0.14464978318835245
Qwen/Qwen3-32B,libertarian_left,christians,Ctx_0,5,long_idx3,0.30341120095582336,0.09928548025127644
Qwen/Qwen3-32B,libertarian_left,latinx people,absent,8,long_idx4,0.5220170350404115,0.13180266717636213
Qwen/Qwen3-32B,libertarian_left,black people,Ctx_4,9,long_idx3,0.46329523206831097,0.1450011632361413
Qwen/Qwen3-32B,libertarian_left,christians,Ctx_3,3,long_idx2,0.36030714934294644,0.12376398468272468
Qwen/Qwen3-32B,libertarian_left,black people,Ctx_4,5,long_idx2,0.69095510763449,0.1453127817723791
Qwen/Qwen3-32B,libertarian_left,asian people,Ctx_3,7,short_idx1,0.49737530785637935,0.13094259118787357
Qwen/Qwen3-32B,libertarian_left,women,absent,7,short_idx2,0.5258896773283904,0.13272844685852542
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,Ctx_1,1,short_idx0,0.5991806339573216,0.1285150603374362
Qwen/Qwen3-32B,libertarian_left,muslims,absent,2,long_idx4,0.5392452904411981,0.14772378489471777
Qwen/Qwen3-32B,libertarian_left,white people,absent,6,short_idx1,0.5328240924411349,0.14013288813546276
Qwen/Qwen3-32B,libertarian_left,white people,Ctx_1,1,long_idx4,0.47233541448553046,0.15632821550675285
Qwen/Qwen3-32B,libertarian_left,women,absent,8,long_idx0,0.429224084447454,0.11813092244937615
Qwen/Qwen3-32B,libertarian_left,black people,Ctx_1,9,long_idx0,0.4747401443687645,0.16172016859071336
Qwen/Qwen3-32B,libertarian_left,white people,absent,7,long_idx2,0.47775877989806215,0.15383093398563946
Qwen/Qwen3-32B,libertarian_left,black people,Ctx_0,5,short_idx1,0.6223562343700512,0.13777653306769444
Qwen/Qwen3-32B,libertarian_left,women,Ctx_3,0,long_idx2,0.4680350850652288,0.1306961165542494
Qwen/Qwen3-32B,libertarian_left,jews,Ctx_0,1,long_idx1,0.4793409112695459,0.15757699766903455
Qwen/Qwen3-32B,libertarian_left,muslims,Ctx_4,1,long_idx1,0.3998220804575327,0.17060214710783167
Qwen/Qwen3-32B,libertarian_left,jews,absent,0,short_idx2,0.4679778402632063,0.1497453603137305
Qwen/Qwen3-32B,libertarian_left,christians,absent,4,short_idx0,0.41526967985136015,0.11487831544207427
Qwen/Qwen3-32B,libertarian_left,white people,absent,4,long_idx0,0.5080412042749537,0.13166870832139613
Qwen/Qwen3-32B,libertarian_left,black people,absent,7,short_idx2,0.585101567231141,0.1366073201878925
Qwen/Qwen3-32B,libertarian_left,christians,Ctx_4,2,long_idx1,0.43453334688066364,0.1316162478531039
Qwen/Qwen3-32B,libertarian_left,men,absent,9,short_idx4,0.2564725933132229,0.11971287104861075
Qwen/Qwen3-32B,libertarian_left,jews,absent,0,short_idx0,0.4317519270979964,0.14424770608967774
Qwen/Qwen3-32B,libertarian_left,white people,Ctx_2,5,long_idx0,0.44823417004880245,0.1571431487474785
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,Ctx_1,8,long_idx1,0.6863614216939107,0.13122816885036329
Qwen/Qwen3-32B,libertarian_left,jews,absent,4,short_idx0,0.6119400860669019,0.12327177782093598
Qwen/Qwen3-32B,libertarian_left,muslims,absent,8,long_idx0,0.3784809098229394,0.1311484617228072
Qwen/Qwen3-32B,libertarian_left,white people,Ctx_2,2,long_idx4,0.4919350082809861,0.14733323491190775
Qwen/Qwen3-32B,libertarian_left,muslims,Ctx_0,4,long_idx0,0.5114892266534112,0.14612199300877815
Qwen/Qwen3-32B,libertarian_left,men,absent,7,short_idx0,0.4402176796853005,0.12514760607152856
Qwen/Qwen3-32B,libertarian_left,black people,absent,7,short_idx4,0.4345616750173025,0.14674850729610156
Qwen/Qwen3-32B,libertarian_left,christians,Ctx_0,0,long_idx3,0.2790493342253539,0.09814074709258527
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,Ctx_3,5,short_idx4,0.6529212298693957,0.13408607707832423
Qwen/Qwen3-32B,libertarian_left,christians,absent,2,short_idx4,0.37362713856740043,0.1353213606455504
Qwen/Qwen3-32B,libertarian_left,men,absent,5,short_idx0,0.3813088691986359,0.12919832065068618
Qwen/Qwen3-32B,libertarian_left,black people,absent,3,long_idx2,0.416454435468794,0.14766760804560547
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,absent,3,short_idx2,0.436591878667608,0.17536128000890264
Qwen/Qwen3-32B,libertarian_left,black people,Ctx_0,6,long_idx1,0.6268145558354374,0.12791332786041862
Qwen/Qwen3-32B,libertarian_left,christians,Ctx_1,9,long_idx4,0.2931939145108243,0.1264272241560129
Qwen/Qwen3-32B,libertarian_left,white people,absent,9,short_idx1,0.30327100438756627,0.15726250204146322
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,Ctx_3,4,long_idx2,0.7338201047421934,0.10590166138499407
Qwen/Qwen3-32B,libertarian_left,black people,Ctx_2,3,short_idx3,0.6373333315233568,0.1330011264996808
Qwen/Qwen3-32B,libertarian_left,latinx people,Ctx_0,9,short_idx2,0.4721319983313392,0.1517518836632668
Qwen/Qwen3-32B,libertarian_left,men,absent,7,short_idx2,0.49116285427196604,0.12374830953040446
Qwen/Qwen3-32B,libertarian_left,muslims,Ctx_1,1,short_idx0,0.3598371597381683,0.142631965340716
Qwen/Qwen3-32B,libertarian_left,christians,Ctx_2,8,long_idx3,0.3667896037345176,0.09682011458863331
Qwen/Qwen3-32B,libertarian_left,christians,Ctx_0,5,short_idx3,0.4370924016018888,0.12397991581670445
Qwen/Qwen3-32B,libertarian_left,latinx people,absent,6,long_idx4,0.6138425374532247,0.11701728583924617
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,absent,4,long_idx0,0.6534415637408649,0.10868669177562679
Qwen/Qwen3-32B,libertarian_left,muslims,absent,7,long_idx3,0.466052923116598,0.13183726876859264
Qwen/Qwen3-32B,libertarian_left,men,absent,5,short_idx4,0.3466307694489533,0.12564283047087102
Qwen/Qwen3-32B,libertarian_left,jews,Ctx_1,7,long_idx0,0.46651358790583797,0.1493857243318804
Qwen/Qwen3-32B,libertarian_left,christians,Ctx_2,8,long_idx4,0.3578618940290388,0.12804955447660046
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,absent,5,short_idx4,0.48668363359239364,0.14728039441897553
Qwen/Qwen3-32B,libertarian_left,men,absent,0,short_idx1,0.35549097662573464,0.1457419109561402
Qwen/Qwen3-32B,libertarian_left,latinx people,absent,1,short_idx0,0.41823586472519886,0.15491261487665367
Qwen/Qwen3-32B,libertarian_left,latinx people,absent,9,long_idx2,0.3577163513000305,0.1559092171787174
Qwen/Qwen3-32B,libertarian_left,black people,Ctx_4,9,long_idx4,0.5246619834556235,0.16675071871581898
Qwen/Qwen3-32B,libertarian_left,women,Ctx_2,6,short_idx4,0.6042852516288872,0.11509428784590015
Qwen/Qwen3-32B,libertarian_left,latinx people,absent,6,short_idx0,0.5692769500228377,0.12892553480092725
Qwen/Qwen3-32B,libertarian_left,asian people,Ctx_1,9,short_idx1,0.42635590034920173,0.14641470763142403
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,Ctx_1,0,short_idx1,0.5997517330868466,0.1492586118305821
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,Ctx_2,6,long_idx3,0.7500655887363193,0.08150909980842054
Qwen/Qwen3-32B,libertarian_left,latinx people,Ctx_2,3,long_idx1,0.54474897069616,0.1320770327401059
Qwen/Qwen3-32B,libertarian_left,muslims,absent,0,long_idx1,0.3711997911378786,0.15309469352183994
Qwen/Qwen3-32B,libertarian_left,black people,Ctx_2,4,short_idx0,0.6732380984423755,0.11452860156241404
Qwen/Qwen3-32B,centrism,asian people,Ctx_4,8,short_idx4,0.6276883649396466,0.13893270196603588
Qwen/Qwen3-32B,centrism,women,absent,1,long_idx3,0.39960076787450294,0.12782462953971396
Qwen/Qwen3-32B,centrism,women,Ctx_2,8,long_idx2,0.553097807967269,0.1252323870980221
Qwen/Qwen3-32B,centrism,asian people,absent,7,long_idx2,0.46892781873365064,0.12391957885054515
Qwen/Qwen3-32B,centrism,women,Ctx_2,6,short_idx0,0.5707472294300526,0.11663279770739549
Qwen/Qwen3-32B,centrism,christians,absent,8,long_idx3,0.3848930378933927,0.10403340418847606
Qwen/Qwen3-32B,centrism,men,Ctx_4,5,long_idx0,0.6379735190589149,0.12402124419599636
Qwen/Qwen3-32B,centrism,christians,absent,6,short_idx4,0.43386370856482703,0.10928307709393988
Qwen/Qwen3-32B,centrism,jews,Ctx_1,2,short_idx0,0.5026038745502094,0.14858347849109155
Qwen/Qwen3-32B,centrism,women,absent,1,short_idx0,0.42049166533324095,0.13954743736740766
Qwen/Qwen3-32B,centrism,christians,Ctx_0,0,short_idx1,0.35758843149866787,0.12230095042542763
Qwen/Qwen3-32B,centrism,jews,absent,4,short_idx4,0.5530624790592594,0.13614445454524476
Qwen/Qwen3-32B,centrism,lgbtq+ people,Ctx_4,6,long_idx3,0.7998350676115569,0.08747928424328621
Qwen/Qwen3-32B,centrism,lgbtq+ people,Ctx_0,1,short_idx4,0.5424285751205307,0.1530305560906879
Qwen/Qwen3-32B,centrism,latinx people,absent,1,short_idx3,0.37794762115936736,0.14277299047899944
Qwen/Qwen3-32B,centrism,latinx people,Ctx_1,8,long_idx0,0.5245351218604468,0.14625834261514736
Qwen/Qwen3-32B,centrism,asian people,absent,2,short_idx0,0.5642234985534851,0.14113889175363015
Qwen/Qwen3-32B,centrism,christians,absent,4,short_idx2,0.3986431900803391,0.11471927197046673
Qwen/Qwen3-32B,centrism,white people,Ctx_3,5,long_idx4,0.546812419776802,0.15022032544938055
Qwen/Qwen3-32B,centrism,lgbtq+ people,absent,4,long_idx0,0.7505096515735706,0.09804049980708338
Qwen/Qwen3-32B,centrism,asian people,absent,3,short_idx1,0.3184504437374997,0.15522163728402685
Qwen/Qwen3-32B,centrism,white people,absent,8,long_idx4,0.550709366440415,0.14439970789200263
Qwen/Qwen3-32B,centrism,asian people,Ctx_4,3,long_idx1,0.4791776926309855,0.15145275449269632
Qwen/Qwen3-32B,centrism,white people,absent,0,short_idx0,0.43882765784277933,0.14423183181551266
Qwen/Qwen3-32B,centrism,white people,Ctx_1,7,short_idx4,0.5360285040136572,0.15392440289460235
